"mlbid","name","position","full_name","nickname","dob"
112909,"Mike Cubbage","3B","Michael Lee Cubbage ",NA,"7/21/1950 in Charlottesville, VA "
150105,"Sean Fesh","P","Sean Michael Fesh ",NA,"11/3/1972 in Danbury, CT "
122155,"Steve Shifflett","P","Stephen Earl Shifflett ",NA,"1/5/1966 in Kansas City, MO "
121113,"Ronn Reynolds","C","Ronn Dwayne Reynolds ",NA,"9/28/1958 in Wichita, KS "
121076,"Bob Repass","2B","Robert Willis Repass ",NA,"11/6/1917 in West Pittston, PA "
121104,"Charlie Reynolds","C","Charles Lawrence Reynolds ",NA,"5/1/1865 in Williamsburg, IN "
112900,"Henry Cruz","CF","Henry Cruz ",NA,"2/27/1952 in Christiansted, VI "
119051,"Jim Miles","P","James Charlie Miles ",NA,"8/8/1943 in Grenada, MS "
150087,"Luis De Los Santos","P","Luis De Los Santos ",NA,"11/1/1977 in Santo Domingo, Dominican Republic "
122146,"John Shetzline","3B","John Henry Shetzline ",NA,"1/1/1850 in Philadelphia, PA "
121112,"R. J. Reynolds","OF","Robert James Reynolds ",NA,"4/19/1959 in Sacramento, CA "
136762,"Edgard Clemente","RF","Edgard Alexis Clemente ",NA,"12/15/1975 in Santurce, Puerto Rico "
121628,"Mark Salas","C","Mark Bruce Salas ",NA,"3/8/1961 in Montebello, CA "
120573,"Sandy Piez","OF","Charles William Piez ",NA,"10/13/1892 in New York, NY "
121010,"Pee Wee Reese","SS","Harold Henry Reese ","The Little Colonel","7/23/1918 in Ekron, KY "
115464,"Larry Hardy","P","Howard Lawrence Hardy ",NA,"1/10/1948 in Goose Creek, TX "
118520,"Algie McBride","OF","Algernon Griggs McBride ",NA,"5/23/1869 in Washington, DC "
120553,"Al Piechota","P","Aloysius Edward Piechota ","Pie","1/19/1914 in Chicago, IL "
118519,"Pryor McBee","P","Pryor Edward McBee ","Lefty","6/20/1901 in Blanco, OK "
120552,"Mario Picone","P","Mario Peter Picone ","Babe","7/5/1926 in Brooklyn, NY "
121009,"Pokey Reese","2B","Calvin Reese ",NA,"6/10/1973 in Columbia, SC "
119547,"Danny Murphy","P","Daniel Francis Murphy ",NA,"8/23/1942 in Beverly, MA "
136764,"Lariel Gonzalez","P","Lariel Alfonso Gonzalez ",NA,"5/25/1976 in San Cristobal, Dominican Republic "
121629,"Angel Salazar","SS","Argenis Antonio Salazar ",NA,"11/4/1961 in Anaco, Venezuela "
121598,"Mike Ryan","C","Michael James Ryan ",NA,"11/25/1941 in Haverhill, MA "
115463,"Harry Hardy","P","Harry Hardy ",NA,"11/5/1875 in Steubenville, OH "
136721,"Chris Hatcher","OF","Christopher Kenneth Hatcher ",NA,"1/7/1969 in Anaheim, CA "
121600,"Mike Ryba","P","Dominic Joseph Ryba ",NA,"6/9/1903 in DeLancey, PA "
121611,"Ed Sadowski","C","Edward Roman Sadowski ",NA,"1/19/1931 in Pittsburgh, PA "
136728,"Chris Fussell","P","Christopher Wren Fussell ",NA,"5/19/1976 in Oregon, OH "
121181,"Branch Rickey","C","Wesley Branch Rickey ","The Mahatma","12/20/1881 in Flat, OH "
121627,"Lenn Sakata","2B","Lenn Haruki Sakata ",NA,"6/8/1954 in Honolulu, HI "
136760,"Neil Weber","P","Neil Aaron Weber ",NA,"12/6/1972 in Newport Beach, CA "
119574,"Billy Murphy","OF","William Eugene Murphy ",NA,"5/7/1944 in Pineville, LA "
121591,"Buddy Ryan","OF","John Budd Ryan ",NA,"10/6/1885 in Denver, CO "
121556,"Glendon Rusch","P","Glendon James Rusch ",NA,"11/7/1974 in Seattle, WA "
136734,"Octavio Dotel","P","Octavio Eduardo Dotel ",NA,"11/25/1973 in Santo Domingo, Dominican Republic "
121614,"Bob Sadowski","3B","Robert Frank Sadowski ","Sid","1/15/1937 in St.Louis, MO "
117479,"Bob Langsford","SS","Robert William Langsford ",NA,"8/5/1865 in Louisville, KY "
235095,"Dan Wheeler","P","Daniel Michael Wheeler ",NA,"12/10/1977 in Warwick, RI "
121601,"Tom Ryder","OF","Thomas Ryder ",NA,""
136723,"Angel Pena","C","Angel Maria Pena ",NA,"2/16/1975 in San Pedro de Macoris, Dominican Republic "
115494,"Terry Harper","LF","Terry Joe Harper ",NA,"8/19/1955 in Douglasville, GA "
118498,"Mel Mazzera","OF","Melvin Leonard Mazzera ","Mike","1/31/1914 in Stockton, CA "
343192,"Chris Seelbach","P","Christopher Don Seelbach ",NA,"12/18/1972 in Lufkin, TX "
121581,"Dick Ruthven","P","Richard David Ruthven ",NA,"3/27/1951 in Sacramento, CA "
121546,"Johnny Ruffin","P","Johnny Renando Ruffin ",NA,"7/29/1971 in Butler, AL "
121554,"Tom Runnells","SS","Thomas William Runnells ",NA,"4/17/1955 in Greeley, CO "
119544,"Connie Murphy","C","Cornelius David Murphy ","Stone Face","11/1/1870 in Northfield, MA "
121597,"Nolan Ryan","P","Lynn Nolan Ryan Jr. ","Ryan Express","1/31/1947 in Refugio, TX "
136726,"Mike Kinkade","LF","Michael Arthur Kinkade ",NA,"5/6/1973 in Livonia, MI "
121610,"Mike Sadek","C","Michael George Sadek ",NA,"5/30/1946 in Minneapolis, MN "
121580,"Johnny Rutherford","P","John William Rutherford ","Doc","5/5/1925 in Belleville, ON, Canada "
121596,"Ken Ryan","P","Kenneth Frederick Ryan ",NA,"10/24/1968 in Pawtucket, RI "
136724,"Marlon Anderson","2B","Marlon Ordell Anderson ",NA,"1/6/1974 in Montgomery, AL "
121609,"Ray Sadecki","P","Raymond Michael Sadecki ",NA,"12/26/1940 in Kansas City, KS "
136780,"Mike Lowell","3B","Michael Averett Lowell ",NA,"2/24/1974 in San Juan, Puerto Rico "
121637,"Slim Sallee","P","Harry Franklin Sallee ","Scatter","2/3/1885 in Higginsport, OH "
121578,"Babe Ruth","OF","George Herman Ruth ","The Bambino","2/6/1895 in Baltimore, MD "
136662,"Tim Young","P","Timothy R. Young ",NA,"10/15/1973 in Gulfport, MS "
115434,"Greg Hansell","P","Gregory Michael Hansell ",NA,"3/12/1971 in Bellflower, CA "
136663,"Fernando Seguignol","1B","Fernando Alfredo Seguignol ",NA,"1/19/1975 in Bocas del Toro, Panama "
121571,"John Russell","C","John William Russell ",NA,"1/5/1961 in Oklahoma City, OK "
121585,"Cyclone Ryan","1B","Daniel R. Ryan ",NA,"1/1/1866 in Cappagh White, Ireland "
121593,"Jack Ryan","OF","John Francis Ryan ",NA,"5/5/1905 in West Mineral, KS "
121584,"Connie Ryan","2B","Cornelius Joseph Ryan ",NA,"2/27/1920 in New Orleans, LA "
121592,"Blondy Ryan","SS","John Collins Ryan ",NA,"1/4/1906 in Lynn, MA "
120522,"Tony Phillips","LF","Keith Anthony Phillips ",NA,"4/25/1959 in Atlanta, GA "
115433,"Loy Hanning","P","Loy Vernon Hanning ",NA,"10/18/1917 in Bunker, MO "
118489,"Chick Maynard","SS","Le Roy Maynard ",NA,"11/2/1896 in Turners Falls, MA "
121553,"Paul Runge","3B","Paul William Runge ",NA,"5/21/1958 in Kingston, NY "
120513,"Buz Phillips","P","Albert Abernathy Phillips ",NA,"5/25/1904 in Newton, NC "
121570,"John Russell","P","John Albert Russell ",NA,"10/20/1894 in San Mateo, CA "
136661,"Marino Santana","P","Marino Santana ",NA,"5/10/1972 in San Jose De Los Llanos, Dominican Republic "
121558,"Bob Rush","P","Robert Ransom Rush ",NA,"12/21/1925 in Battle Creek, MI "
121557,"Andy Rush","P","Jesse Howard Rush ",NA,"12/26/1889 in Longton, KS "
120512,"Adolfo Phillips","OF","Adolfo Emilio Phillips ",NA,"12/16/1941 in Bethania, Panama "
136722,"Carlos Guillen","SS","Carlos Alfonso Guillen ",NA,"9/30/1975 in Maracay, Venezuela "
235094,"Juan Alvarez","P","Juan M. Alvarez ",NA,"8/9/1973 in Coral Gables, FL "
121608,"Brian Sackinsky","P","Brian Walter Sackinsky ",NA,"6/22/1971 in Pittsburgh, PA "
121595,"John Ryan","OF","John A. Ryan ",NA,"in Birmingham, MI "
121544,"Scott Ruffcorn","P","Scott Patrick Ruffcorn ",NA,"12/29/1969 in Austin, TX "
121552,"William Rumler","C","William George Rumler ",NA,"3/27/1891 in Milford, NE "
115406,"Ryan Hancock","P","Ryan Lee Hancock ",NA,"11/11/1971 in Santa Clara, CA "
118462,"Bob Mavis","PR","Robert Henry Mavis ",NA,"4/8/1918 in Milwaukee, WI "
120952,"Irv Ray","SS","Irving Burton Ray ","Stubby","1/22/1864 in Harrington, ME "
121543,"Rudy Rufer","SS","Rudolph Joseph Rufer ",NA,"10/28/1926 in Ridgewood, NY "
136607,"Joe McEwing","2B","Joseph Earl McEwing ",NA,"10/19/1972 in Bristol, PA "
277401,"Jason Secoda","P","Jason Allen Secoda ",NA,"9/2/1974 in Garden Grove, CA "
120495,"Bobby Pfeil","3B","Robert Raymond Pfeil ",NA,"11/13/1943 in Passaic, NJ "
121293,"Dick Robertson","P","Preston Robertson ",NA,"1/1/1891 in Washington, DC "
115405,"Garry Hancock","RF","Ronald Garry Hancock ",NA,"1/23/1954 in Tampa, FL "
118461,"Tim Mauser","P","Timothy Edward Mauser ",NA,"10/4/1966 in Fort Worth, TX "
120951,"Carl Ray","P","Carl Grady Ray ",NA,"1/31/1889 in Danbury, NC "
121542,"Dutch Ruether","P","Walter Henry Ruether ",NA,"9/13/1893 in Alameda, CA "
136605,"Jeremy Giambi","1B","Jeremy Dean Giambi ",NA,"9/30/1974 in San Jose, CA "
120502,"Art Phelan","3B","Arthur Thomas Phelan ","Dugan","8/14/1887 in Niantic, IL "
277397,"Larry Barnes","1B","Larry Richard Barnes ",NA,"7/23/1974 in Bakersfield, CA "
120494,"Fred Pfeffer","2B","Nathaniel Frederick Pfeffer ","Fritz","3/17/1860 in Louisville, KY "
121292,"Mike Robertson","1B","Michael Francis Robertson ",NA,"10/9/1970 in Norwich, CT "
120950,"Johnny Rawlings","2B","John William Rawlings ","Red","8/17/1892 in Bloomfield, IA "
115404,"Lee Hancock","P","Leland David Hancock ",NA,"6/27/1967 in N.Hollywood, CA "
118460,"Carmen Mauro","CF","Carmen Louis Mauro ",NA,"11/10/1926 in St. Paul, MN "
120493,"Big Jeff Pfeffer","P","Francis Xavier Pfeffer ",NA,"3/31/1882 in Champaign, IL "
121541,"Kirk Rueter","P","Kirk Wesley Rueter ","Woody","12/1/1970 in Hoyleton, IL "
136603,"Jason Maxwell","2B","Jason Ramond Maxwell ",NA,"3/26/1972 in Lewisburg, TN "
121523,"Dave Rozema","P","David Scott Rozema ",NA,"8/5/1956 in Grand Rapids, MI "
120949,"Shane Rawley","P","Shane William Rawley ",NA,"7/27/1955 in Racine, WI "
115403,"Fred Hancock","SS","Fred James Hancock ",NA,"3/28/1920 in Allenport, PA "
118459,"Ralph Mauriello","P","Ralph Mauriello ","Tami","8/25/1934 in Brooklyn, NY "
120492,"Jeff Pfeffer","P","Edward Joseph Pfeffer ",NA,"3/4/1888 in Seymour, IL "
121540,"Muddy Ruel","C","Herold Dominic Ruel ",NA,"2/20/1896 in St. Louis, MO "
136601,"George Lombard","LF","George Paul Lombard ",NA,"9/14/1975 in Atlanta, GA "
121535,"Don Rudolph","P","Frederick Donald Rudolph ",NA,"8/16/1931 in Baltimore, MD "
121548,"Vern Ruhle","P","Vernon Gerald Ruhle ",NA,"1/25/1951 in Coleman, MI "
136602,"Odalis Perez","P","Odalis A. Perez ",NA,"6/11/1977 in Las Matas de Farfan, Dominican Republic "
136660,"Mark DeRosa","3B","Mark Thomas DeRosa ",NA,"2/26/1975 in Passaic, NJ "
121577,"Hank Ruszkowski","C","Henry Alexander Ruszkowski ",NA,"11/10/1925 in Cleveland, OH "
121564,"Reb Russell","P","Ewell Albert Russell ",NA,"4/12/1889 in Jackson, MS "
120941,"Gene Ratliff","PH","Kelly Eugene Ratliff ",NA,"9/28/1945 in Macon, GA "
115395,"Granny Hamner","SS","Granville Wilbur Hamner ",NA,"4/26/1927 in Richmond, VA "
118451,"Gene Mauch","2B","Gene William Mauch ","Skip","11/18/1925 in Salina, KS "
120484,"Bob Pettit","OF","Robert Henry Pettit ",NA,"7/19/1861 in Williamstown, MA "
121532,"John Rudderham","OF","John Edmund Rudderham ",NA,"8/30/1863 in Quincy, MA "
136585,"Jay Tessmer","P","Jay Weldon Tessmer ",NA,"12/26/1971 in Meadville, PA "
120939,"Fred Rath","P","Frederick Helsher Rath Sr. ",NA,"9/1/1943 in Little Rock, AR "
120482,"Paul Pettit","P","George William Pettit ","Lefty","11/29/1931 in Los Angeles, CA "
136581,"Mitch Meluskey","C","Mitchell Wade Meluskey ",NA,"9/18/1973 in Yakima, WA "
121530,"Nap Rucker","P","George Rucker ",NA,"9/30/1884 in Crabapple, GA "
115393,"Jack Hammond","2B","Walter Charles Hammond ","Wobby","2/26/1891 in Amsterdam, NY "
118449,"Len Matuszek","1B","Leonard James Matuszek ",NA,"9/27/1954 in Toledo, OH "
121513,"Jim Roxburgh","C","James A. Roxburgh ",NA,"1/17/1858 in San Francisco, CA "
121521,"Willie Royster","C","Willie Arthur Royster ",NA,"4/11/1954 in Clarksville, VA "
136664,"Michael Barrett","C","Michael Patrick Barrett ",NA,"10/22/1976 in Atlanta, GA "
121579,"Jim Rutherford","OF","James Hollis Rutherford ",NA,"9/26/1886 in Stillwater, MN "
121566,"Harvey Russell","C","Harvey Holmes Russell ",NA,"1/10/1887 in Marshall, VA "
121518,"Normie Roy","P","Norman Brooks Roy ","Jumbo","11/15/1928 in Newton, MA "
121534,"Ernie Rudolph","P","Ernest William Rudolph ",NA,"2/13/1909 in Black River Falls, WI "
136600,"Bruce Chen","P","Bruce Kastulo Chen ",NA,"6/19/1977 in Panama City, Panama "
121547,"Red Ruffing","P","Charles Herbert Ruffing ",NA,"5/3/1904 in Granville, IL "
121517,"Luther Roy","P","Luther Franklin Roy ",NA,"7/29/1902 in Ooltewah, TN "
121512,"Rich Rowland","C","Richard Garnet Rowland ",NA,"2/25/1964 in Cloverdale, CA "
121508,"Bama Rowell","2B","Carvel William Rowell ",NA,"1/13/1916 in Citronelle, AL "
121524,"Vic Roznovsky","C","Victor Joseph Roznovsky ",NA,"10/19/1938 in Shiner, TX "
121537,"Ken Rudolph","C","Kenneth Victor Rudolph ",NA,"12/29/1946 in Rockford, IL "
136580,"Kirk Bullinger","P","Kirk Matthew Bullinger ",NA,"10/28/1969 in New Orleans, LA "
136606,"Jeff Kubenka","P","Jeffrey Scot Kubenka ",NA,"8/24/1974 in Weimar, TX "
121550,"Chico Ruiz","3B","Manuel Ruiz ",NA,"11/1/1951 in Santurce, Puerto Rico "
121505,"Jack Rowe","SS","John Charles Rowe ",NA,"12/8/1856 in Hamburg, PA "
121502,"Dave Rowe","OF","David Elwood Rowe ",NA,"10/9/1854 in Harrisburg, PA "
121501,"Wade Rowdon","3B","Wade Lee Rowdon ",NA,"9/7/1960 in Riverhead, NY "
121465,"Steve Rosenberg","P","Steven Allen Rosenberg ",NA,"10/31/1964 in Brooklyn, NY "
121499,"Dave Rowan","1B","David Rowan ",NA,"12/6/1882 in Elora, ON, Canada "
121472,"Buster Ross","P","Chester Franklin Ross ",NA,"3/11/1903 in Kuttawa, KY "
121497,"Edd Roush","CF","Edd J Roush ",NA,"5/8/1893 in Oakland City, IN "
136500,"Wes Helms","1B","Wesley Ray Helms ",NA,"5/12/1976 in Gastonia, NC "
121486,"Rico Rossy","SS","Elam Jose Rossy ",NA,"2/16/1964 in San Juan, Puerto Rico "
121485,"Frank Rosso","P","Francis James Rosso ",NA,"3/1/1921 in Agawam, MA "
121476,"Ernie Ross","P","Ernest Bertram Ross ","Curly","3/31/1880 in Toronto, ON, Canada "
121467,"Larry Rosenthal","CF","Lawrence John Rosenthal ",NA,"5/21/1910 in St. Paul, MN "
121475,"Don Ross","3B","Donald Raymond Ross ",NA,"7/16/1914 in Pasadena, CA "
113263,"Con Dempsey","P","Cornelius Francis Dempsey ",NA,"9/16/1922 in San Francisco, CA "
346845,"Jeff Urban","P","Jeffrey Thomas Urban ",NA,"1/25/1977 in Anderson, IN "
119414,"Tom Morrison","3B","Thomas J. Morrison ",NA,"8/1/1870 in St. Louis, MO "
121471,"Bunny Roser","OF","John William Roser ","Jack","11/15/1901 in St.Louis, MO "
121462,"Goody Rosen","OF","Goodwin George Rosen ",NA,"8/28/1912 in Toronto, ON, Canada "
136461,"Stan Spencer","P","Stanley Roger Spencer ",NA,"8/7/1969 in Vancouver, WA "
121470,"Steve Roser","P","Emerson Corey Roser ",NA,"1/25/1918 in Rome, NY "
115333,"Ed Halicki","P","Edward Louis Halicki ",NA,"10/4/1950 in Newark, NJ "
118389,"John Marzano","C","John Robert Marzano ",NA,"2/14/1963 in Philadelphia, PA "
120422,"Charlie Perkins","P","Charles Sullivan Perkins ","Lefty","9/9/1905 in Ensley, AL "
120414,"Pascual Perez","P","Pascual Gross Perez ",NA,"5/17/1957 in San Cristobal, Dominican Republic "
121461,"Al Rosen","3B","Albert Leonard Rosen ","Flip","3/1/1924 in Spartanburg, SC "
121460,"Chief Roseman","CF","James John Roseman ",NA,"1/1/1856 in New York, NY "
121459,"Dave Rosello","2B","David Rosello ",NA,"6/26/1950 in Mayaguez, Puerto Rico "
121456,"Johnny Roseboro","C","John Junior Roseboro ",NA,"5/13/1933 in Ashland, OH "
121452,"Don Rose","P","Donald Gary Rose ",NA,"3/19/1947 in Covina, CA "
120386,"Herb Pennock","P","Herbert Jefferis Pennock ","The Knight Of Kennett Square","2/10/1894 in Kennett Square, PA "
121415,"Jose Roman","P","Jose Rafael Roman ",NA,"5/21/1963 in Santo Domingo, Dominican Republic "
114234,"Paul Fletcher","P","Edward Paul Fletcher ",NA,"1/14/1967 in Gallipolis, OH "
120385,"Kewpie Pennington","P","George Louis Pennington ",NA,"9/24/1896 in New York, NY "
136423,"Sean Lawrence","P","Sean Christopher Lawrence ",NA,"9/2/1970 in Oak Park, IL "
121451,"Chuck Rose","P","Charles Alfred Rose ",NA,"9/1/1885 in Macon, MO "
115314,"Jesse Haines","P","Jesse Joseph Haines ","Pop","7/22/1893 in Clayton, OH "
118370,"Jose Martinez","2B","Jose Martinez ",NA,"7/26/1942 in Cardenas, Cuba "
120403,"Hub Perdue","P","Herbert Rodney Perdue ","The Gallatin Squash","6/7/1882 in Bethpage, TN "
121433,"Gene Roof","LF","Eugene Lawrence Roof ",NA,"1/13/1958 in Paducah, KY "
118369,"Buck Martinez","C","John Albert Martinez ",NA,"11/7/1948 in Redding, CA "
120402,"Jack Perconte","2B","John Patrick Perconte ",NA,"8/31/1954 in Joliet, IL "
121449,"Victor Rosario","SS","Victor Manuel Rosario ",NA,"8/26/1966 in Hato Mayor Del Rey, Dominican Republic "
121448,"Santiago Rosario","1B","Santiago Rosario ",NA,"7/25/1939 in Guayanilla, Puerto Rico "
115313,"Hinkey Haines","OF","Henry Luther Haines ",NA,"12/23/1898 in Red Lion, PA "
136421,"Ben Ford","P","Benjamin Cooper Ford ",NA,"8/15/1975 in Cedar Rapids, IA "
121450,"Brian Rose","P","Brian Leonard Rose ",NA,"2/13/1976 in New Bedford, MA "
121464,"Lou Rosenberg","2B","Louis Rosenberg ",NA,"3/5/1904 in San Francisco, CA "
121477,"Bob Ross","P","Floyd Robert Ross ",NA,"11/2/1928 in Fullerton, CA "
136460,"Alex Gonzalez","SS","Alexander Luis Gonzalez ","Sea Bass","2/15/1977 in Cagua, Venezuela "
121446,"Jimmy Rosario","OF","Angel Ramon Rosario ",NA,"5/5/1945 in Bayamon, Puerto Rico "
121443,"Jose Rosado","P","Jose Antonio Rosado ",NA,"11/9/1974 in Jersey City, NJ "
117319,"Bill Krieg","C","William Frederick Krieg ",NA,"1/29/1859 in Petersburg, IL "
114263,"John Fluhrer","LF","John Lester Fluhrer ",NA,"1/3/1894 in Adrian, MI "
121425,"Kevin Romine","OF","Kevin Andrew Romine ",NA,"5/23/1961 in Exeter, NH "
121442,"Jorge Roque","OF","Jorge Roque ",NA,"4/28/1950 in Ponce, Puerto Rico "
121441,"John Roper","P","John Christopher Roper ",NA,"11/21/1971 in Southern Pines, NC "
121406,"Cookie Rojas","2B","Octavio Victor Rojas ",NA,"3/6/1939 in Havana, Cuba "
121414,"Bill Rollinson","C","William Rollinson ",NA,"6/10/1856 in Fairfield, ME "
121440,"Charlie Root","P","Charles Henry Root ","Chinski","3/17/1899 in Middletown, OH "
121413,"Rich Rollins","3B","Richard John Rollins ","Red","4/16/1938 in Mount Pleasant, PA "
121439,"Pat Rooney","OF","Patrick Eugene Rooney ",NA,"11/28/1957 in Chicago, IL "
121438,"Frank Rooney","1B","Frank Rooney ",NA,"10/12/1884 in Podebrady, Bohemia "
121437,"Rolando Roomes","OF","Rolando Audley Roomes ",NA,"2/15/1962 in Kingston, Jamaica "
121436,"George Rooks","OF","George Brinton Rooks ",NA,"10/21/1863 in Chicago, IL "
121435,"Jim Rooker","P","James Phillip Rooker ",NA,"9/23/1942 in Lakeview, OR "
117329,"Rocky Krsnich","3B","Rocco Peter Krsnich ",NA,"8/5/1927 in West Allis, WI "
114273,"Stu Flythe","P","Stuart McGuire Flythe ",NA,"12/5/1911 in Conway, NC "
121432,"Gilberto Rondon","P","Gilberto Rondon ",NA,"11/18/1953 in Bronx, NY "
121431,"Henri Rondeau","OF","Henri Joseph Rondeau ",NA,"5/7/1887 in Danielson, CT "
121430,"Marc Ronan","C","Edward Marcus Ronan ",NA,"9/19/1969 in Ozark, AL "
121445,"Buddy Rosar","C","Warren Vincent Rosar ",NA,"7/3/1914 in Buffalo, NY "
136422,"Chris Michalak","P","Christian Matthew Michalak ",NA,"1/4/1971 in Joliet, IL "
121458,"Bob Roselli","C","Robert Edward Roselli ",NA,"12/10/1931 in San Francisco, CA "
117339,"John Kruk","1B","John Martin Kruk ",NA,"2/9/1961 in Charleston, WV "
114283,"Tom Foley","CF","Thomas James Foley ",NA,"1/1/1847 in Chicago, IL "
121428,"Vicente Romo","P","Vicente Romo ","Huevo","4/12/1943 in Santa Rosalia, Mexico "
119404,"P. Morris","SS","P. Morris ",NA,"in Rockford, IL "
113253,"John DeMerit","OF","John Stephen DeMerit ","Thumper","1/8/1936 in West Bend, WI "
121444,"Luis Rosado","1B","Luis Rosado ",NA,"12/6/1955 in Santurce, Puerto Rico "
136420,"Ryan Bradley","P","Ryan J. Bradley ",NA,"10/26/1975 in Covina, CA "
121457,"Zeke Rosebraugh","P","Eli Ethelbert Rosebraugh ",NA,"9/8/1870 in Charleston, IL "
121427,"Enrique Romo","P","Enrique Romo ",NA,"7/15/1947 in Santa Rosalia, Mexico "
121426,"Eddie Rommel","P","Edwin Americus Rommel ",NA,"9/13/1897 in Baltimore, MD "
121424,"Ramon Romero","P","Ramon Romero ",NA,"1/8/1959 in San Pedro De Macoris, Dominican Republic "
121423,"Ed Romero","SS","Edgardo Ralph Romero ",NA,"12/9/1957 in Santurce, Puerto Rico "
121422,"Mandy Romero","C","Armando Romero ",NA,"10/29/1967 in Miami, FL "
121421,"Dutch Romberger","P","Allen Isaiah Romberger ",NA,"5/26/1927 in Klingerstown, PA "
121394,"Mike Rogodzinski","OF","Michael George Rogodzinski ",NA,"2/22/1948 in Evanston, IL "
121418,"Jim Romano","P","James King Romano ",NA,"4/6/1927 in Brooklyn, NY "
121434,"Phil Roof","C","Phillip Anthony Roof ",NA,"3/5/1941 in Paducah, KY "
121447,"Mel Rosario","C","Melvin Gregorio Rosario ",NA,"5/25/1973 in Santo Domingo, Dominican Republic "
136400,"Willis Otanez","1B","Willis Alexander Otanez ",NA,"4/19/1973 in La Vega Baja, Dominican Republic "
121417,"Ron Romanick","P","Ronald James Romanick ",NA,"11/6/1960 in Burley, ID "
119364,"Chet Morgan","OF","Chester Collins Morgan ","Chick","6/6/1910 in Cleveland, MS "
113213,"Jose De Jesus","P","Jose Luis De Jesus ",NA,"1/6/1965 in Brooklyn, NY "
121416,"Bill Roman","1B","William Anthony Roman ",NA,"10/11/1938 in Detroit, MI "
121412,"Red Rollings","3B","William Russell Rollings ",NA,"3/21/1904 in Mobile, AL "
121411,"Ray Rolling","2B","Raymond Copeland Rolling ",NA,"9/8/1886 in Martinsburg, MO "
121410,"Red Rolfe","3B","Robert Abial Rolfe ",NA,"10/17/1908 in Penacook, NH "
121409,"Scott Rolen","3B","Scott Bruce Rolen ",NA,"4/4/1975 in Jasper, IN "
121408,"Jim Roland","P","James Ivan Roland ",NA,"12/14/1942 in Franklin, NC "
121407,"Stan Rojek","SS","Stanley Andrew Rojek ",NA,"4/21/1919 in N.Tonawanda, NY "
