"yahooid","name","position","full_name","nickname","dob"
9466,"Junior Lake","LF",NA,NA,"1990-03-27"
9464,"Colt Hynes","RP",NA,NA,"1985-06-28"
9463,"Drake Britton","RP",NA,NA,"1989-05-22"
9462,"C.C. Lee","RP",NA,NA,"1986-10-21"
9461,"Eury De La Rosa","RP",NA,NA,"1990-02-24"
9460,"Donnie Joseph","RP",NA,NA,"1987-11-01"
9459,"Sonny Gray","SP",NA,NA,"1989-11-07"
9458,"Kensuke Tanaka","LF",NA,NA,"1981-05-20"
9456,"Danny Salazar","SP",NA,NA,"1990-01-11"
9455,"Luis García","RP",NA,NA,"1987-01-30"
9454,"Michael Tonkin","RP",NA,NA,"1989-11-19"
9452,"Josh Phegley","C",NA,NA,"1988-02-12"
9451,"Joey Terdoslavich","1B",NA,NA,"1988-09-09"
9450,"González Germen","RP",NA,NA,"1987-09-23"
9448,"José Domínguez","RP",NA,NA,"1990-08-07"
9447,"Jonathan Díaz","SS",NA,NA,"1985-04-10"
9446,"Brad Miller","SS",NA,NA,"1989-10-18"
9445,"Sean Halton","1B",NA,NA,"1987-06-07"
9444,"Johnny Hellweg","SP",NA,NA,"1988-10-29"
9443,"TJ House","SP",NA,NA,"1989-09-29"
9442,"Taylor Jordan","RP",NA,NA,"1989-01-17"
9440,"J.C. Ramírez","RP",NA,NA,"1988-08-16"
9439,"Zeke Spruill","RP",NA,NA,"1989-09-11"
9438,"Corey Dickerson","LF",NA,NA,"1989-05-22"
9436,"Zoilo Almonte","LF",NA,NA,"1989-06-10"
9435,"Caleb Gindl","RF",NA,NA,"1988-08-31"
9434,"Brandon Cumpton","SP",NA,NA,"1988-11-16"
9432,"Jaff Decker","LF",NA,NA,"1990-02-23"
9431,"Charles Brewer","RP",NA,NA,"1988-04-07"
9430,"Curtis Partch","RP",NA,NA,"1987-02-13"
9429,"José Álvarez","RP",NA,NA,"1989-05-06"
9428,"Juan Pérez","LF",NA,NA,"1986-11-13"
9427,"Chris McGuiness","1B",NA,NA,"1988-04-11"
9426,"Kevin Siegrist","RP",NA,NA,"1989-07-20"
9424,"Ryan Buch","Baltimore",NA,NA,"1987-11-08"
9423,"Ian Krol","RP",NA,NA,"1991-05-09"
9422,"Yordano Ventura","SP",NA,NA,"1991-06-03"
9421,"Édgar Olmos","RP",NA,NA,"1990-04-12"
9420,"Scooter Gennett","2B",NA,NA,"1990-05-01"
9419,"Ryan Reid","RP",NA,NA,"1985-04-24"
9418,"Matt Langwell","RP",NA,NA,"1986-05-06"
9417,"Erik Davis","RP",NA,NA,"1986-10-08"
9416,"Keith Butler","RP",NA,NA,"1989-01-30"
9415,"Alex Wood","SP",NA,NA,"1991-01-12"
9414,"Joc Pederson","CF",NA,NA,"1992-04-21"
9413,"Álex Colomé","SP",NA,NA,"1988-12-31"
9411,"César Hernández","2B",NA,NA,"1990-05-23"
9410,"Nathan Karns","SP",NA,NA,"1987-11-25"
9409,"Mike Kickham","RP",NA,NA,"1988-12-12"
9408,"Michael Blazek","RP",NA,NA,"1989-03-16"
9407,"Donovan Hand","RP",NA,NA,"1986-04-20"
9406,"Jeff Kobernus","CF",NA,NA,"1988-06-30"
9405,"Sean Nolin","SP",NA,NA,"1989-12-26"
9404,"Jesús Sucre","C",NA,NA,"1988-04-30"
9403,"Chris Colabello","LF",NA,NA,"1983-10-24"
9402,"Caleb Thielbar","RP",NA,NA,"1987-01-31"
9401,"Tyler Lyons","SP",NA,NA,"1988-02-21"
9400,"Cory Rasmus","RP",NA,NA,"1987-11-06"
9399,"Neftalí Soto","1B",NA,NA,"1989-02-28"
9398,"Brett Marshall","RP",NA,NA,"1990-03-22"
9397,"Mike Belfiore","RP",NA,NA,"1988-10-03"
9396,"John Gast","SP",NA,NA,"1989-02-16"
9395,"David Adams","3B",NA,NA,"1987-05-15"
9394,"Tony Sánchez","C",NA,NA,"1988-05-20"
9393,"Jose De La Torre","RP",NA,NA,"1985-10-17"
9392,"Burch Smith","SP",NA,NA,"1990-04-12"
9391,"Derek Dietrich","LF",NA,NA,"1989-07-18"
9390,"Duke Welker","RP",NA,NA,"1986-02-10"
9389,"Preston Claiborne","RP",NA,NA,"1988-01-21"
9388,"Ryan Brasier","RP",NA,NA,"1987-08-26"
9387,"Corban Joseph","2B",NA,NA,"1988-10-28"
9386,"Zach Clark","RP",NA,NA,"1983-07-11"
9385,"Marcell Ozuna","CF",NA,NA,"1990-11-12"
9384,"Donald Lutz","1B",NA,NA,"1989-02-06"
9383,"Seth Maness","RP",NA,NA,"1988-10-14"
9382,"Matt Magill","SP",NA,NA,"1989-11-10"
9381,"Vidal Nuño","RP",NA,NA,"1987-07-26"
9380,"Jermaine Curtis","LF",NA,NA,"1987-07-10"
9379,"Robbie Erlin","SP",NA,NA,"1990-10-08"
9378,"Robbie Grossman","LF",NA,NA,"1989-09-16"
9377,"Juan Lagares","CF",NA,NA,"1989-03-17"
9376,"Carlos Martínez","SP",NA,NA,"1991-09-21"
9375,"José Cisnero","RP",NA,NA,"1989-04-11"
9374,"Jonathan Pettibone","SP",NA,NA,"1990-07-19"
9373,"Brett Oberholtzer","SP",NA,NA,"1989-07-01"
9372,"Hiram Burgos","SP",NA,NA,"1987-08-04"
9371,"Yoervis Medina","RP",NA,NA,"1988-07-27"
9370,"Steven Wright","SP",NA,NA,"1984-08-30"
9369,"Justin Freeman","RP",NA,NA,"1986-10-22"
9368,"Michael Roth","RP",NA,NA,"1990-02-15"
9367,"Luis Jiménez","3B",NA,NA,"1988-01-18"
9366,"Justin Miller","RP",NA,NA,"1987-06-13"
9365,"Bobby LaFromboise","RP",NA,NA,"1986-06-25"
9364,"Alex Wilson","RP",NA,NA,"1986-11-03"
9363,"Paul Clemens","RP",NA,NA,"1988-02-14"
9362,"Josh Prince","CF",NA,NA,"1988-01-26"
9361,"Shane Peterson","LF",NA,NA,"1988-02-11"
9360,"Kyle Skipworth","C",NA,NA,"1990-03-01"
9359,"Derrick Robinson","LF",NA,NA,"1987-09-28"
9358,"Ryan Pressly","RP",NA,NA,"1988-12-15"
9357,"Josh Fields","RP",NA,NA,"1985-08-19"
9356,"Evan Gattis","LF",NA,NA,"1986-08-18"
9355,"Ender Inciarte","RF",NA,NA,"1990-10-29"
9354,"Alfredo Marte","LF",NA,NA,"1989-03-31"
9353,"Nick Noonan","SS",NA,NA,"1989-05-04"
9352,"Nate Freiman","1B",NA,NA,"1986-12-31"
9351,"Khris Davis","LF",NA,NA,"1987-12-21"
9350,"T.J. McFarland","RP",NA,NA,"1989-06-08"
9348,"Joseph Ortiz","RP",NA,NA,"1990-08-13"
9347,"Brandon Maurer","RP",NA,NA,"1990-07-03"
9346,"Nick Tepesch","SP",NA,NA,"1988-10-12"
9345,"Leury García","2B",NA,NA,"1991-03-18"
9344,"Phil Irwin","SP",NA,NA,"1987-02-25"
9343,"Hiroyuki Kobayashi","RP",NA,NA,"1978-06-04"
9342,"Oswaldo Arcia","LF",NA,NA,"1991-05-09"
9341,"Yasiel Puig","RF",NA,NA,"1990-12-07"
9340,"Jake Marisnick","CF",NA,NA,"1991-03-30"
9339,"George Springer","RF",NA,NA,"1989-09-19"
9338,"Jackie Bradley Jr.","RF",NA,NA,"1990-04-19"
9336,"Austin Hedges","C",NA,NA,"1992-08-18"
9335,"Kyle Zimmer","SP",NA,NA,"1991-09-13"
9334,"Kevin Gausman","RP",NA,NA,"1991-01-06"
9332,"Alex Meyer","RP",NA,NA,"1990-01-03"
9331,"James Paxton","SP",NA,NA,"1988-11-06"
9330,"Zach Lee","RP",NA,NA,"1991-09-13"
9327,"Jarred Cosart","SP",NA,NA,"1990-05-25"
9326,"Ethan Martin","RP",NA,NA,"1989-06-06"
9324,"Kaleb Cowart","3B",NA,NA,"1992-06-02"
9323,"José Fernández","SP",NA,NA,"1992-07-31"
9322,"Mike Zunino","C",NA,NA,"1991-03-25"
9321,"Taijuan Walker","SP",NA,NA,"1992-08-13"
9320,"Christian Yelich","LF",NA,NA,"1991-12-05"
9319,"Xander Bogaerts","SS",NA,NA,"1992-10-01"
9318,"Hiro Nakajima","SS",NA,NA,"1982-07-31"
9316,"Kyuji Fujikawa","RP",NA,NA,"1980-07-21"
9315,"Bruce Rondon","RP",NA,NA,"1990-12-09"
9314,"Matthew Way","Arizona",NA,NA,"1987-01-25"
9312,"Tyson Brummett","RP",NA,NA,"1984-08-15"
9311,"Oliver Drake","RP",NA,NA,"1987-01-13"
9310,"Jake Odorizzi","SP",NA,NA,"1990-03-27"
9308,"Melky Mesa","CF",NA,NA,"1987-01-31"
9307,"L.J. Hoes","LF",NA,NA,"1990-03-05"
9306,"Paco Rodríguez","RP",NA,NA,"1991-04-16"
9304,"Alí Solís","C",NA,NA,"1987-09-29"
9303,"Carlos Triunfel","SS",NA,NA,"1990-02-27"
9302,"Adam Eaton","CF",NA,NA,"1988-12-06"
9300,"Jaye Chapman","RP",NA,NA,"1987-05-22"
9299,"Jeurys Familia","RP",NA,NA,"1989-10-10"
9298,"A.J. Ramos","RP",NA,NA,"1986-09-20"
9297,"Oscar Taveras","RF",NA,NA,"1992-06-19"
9296,"Tony Cingrani","RP",NA,NA,"1989-07-05"
9295,"Chris Withrow","RP",NA,NA,"1989-04-01"
9294,"Tom Koehler","SP",NA,NA,"1986-06-29"
9293,"Alfredo Silverio","LF",NA,NA,"1987-05-06"
9292,"Brock Holt","2B",NA,NA,"1988-06-11"
9290,"Eury Pérez","LF",NA,NA,"1990-05-30"
9289,"Andrew Taylor","RP",NA,NA,"1986-08-18"
9288,"Jean Machi","RP",NA,NA,"1982-02-01"
9287,"Thomas Neal","RF",NA,NA,"1987-08-17"
9286,"Tyler Tufts","RP",NA,NA,"1986-12-05"
9285,"Pedro Villarreal","RP",NA,NA,"1987-12-09"
9284,"Henry Rodriguez","2B",NA,NA,"1990-02-09"
9283,"Denis Phipps","RF",NA,NA,"1985-07-22"
9282,"Didi Gregorius","SS",NA,NA,"1990-02-18"
9281,"Avisail García","RF",NA,NA,"1991-06-12"
9280,"Nick Maronde","RP",NA,NA,"1989-09-05"
9279,"Darin Ruf","1B",NA,NA,"1986-07-28"
9278,"Tyler Cloyd","SP",NA,NA,"1987-05-16"
9277,"Steve Lerud","C",NA,NA,"1984-10-13"
9276,"Francisco Peguero","LF",NA,NA,"1988-06-01"
9275,"Collin McHugh","SP",NA,NA,"1987-06-19"
9274,"Andrew Werner","SP",NA,NA,"1987-02-25"
9273,"Kyle McPherson","SP",NA,NA,"1987-11-11"
9272,"Justin Wilson","RP",NA,NA,"1987-08-18"
9271,"Chris Rusin","SP",NA,NA,"1986-10-22"
9270,"Tommy Layne","RP",NA,NA,"1984-11-02"
9269,"Christian Garcia","RP",NA,NA,"1985-08-24"
9268,"Jake Elmore","1B",NA,NA,"1987-06-15"
9267,"Will Harris","RP",NA,NA,"1984-08-28"
9266,"Steve Geltz","RP",NA,NA,"1987-11-01"
9264,"Ryan Jackson","2B",NA,NA,"1988-05-10"
9263,"Brandon Barnes","LF",NA,NA,"1986-05-15"
9262,"Brooks Raley","RP",NA,NA,"1988-06-29"
9261,"Chad Jenkins","RP",NA,NA,"1987-12-22"
9260,"Matt McBride","RF",NA,NA,"1985-05-23"
9259,"Adeiny Hechavarria","SS",NA,NA,"1989-04-15"
9258,"Evan Reed","RP",NA,NA,"1985-12-31"
9257,"Mickey Storey","RP",NA,NA,"1986-03-16"
9256,"Cory Burns","RP",NA,NA,"1987-10-09"
9255,"Dan Straily","SP",NA,NA,"1988-12-01"
9254,"Mike Olt","3B",NA,NA,"1988-08-27"
9253,"Alberto Cabrera","RP",NA,NA,"1988-10-25"
9252,"Eddy Rodriguez","C",NA,NA,"1985-12-01"
9251,"Moisés Sierra","RF",NA,NA,"1988-09-24"
9250,"Carter Capps","RP",NA,NA,"1990-08-07"
9248,"Jim Henderson","RP",NA,NA,"1982-10-21"
9247,"Jean Segura","SS",NA,NA,"1990-03-17"
9246,"Jeff Beliveau","RP",NA,NA,"1987-01-17"
9244,"Ryan Wheeler","3B",NA,NA,"1988-07-10"
9243,"Cody Allen","RP",NA,NA,"1988-11-20"
9242,"Pedro Hernández","SP",NA,NA,"1989-04-12"
9240,"Trevor Rosenthal","RP",NA,NA,"1990-05-29"
9239,"Josh Wall","RP",NA,NA,"1987-01-21"
9238,"Miguel Socolovich","RP",NA,NA,"1986-07-24"
9236,"Aaron Loup","RP",NA,NA,"1987-12-19"
9235,"Josh Edgin","RP",NA,NA,"1986-12-17"
9234,"Jeff Bianchi","3B",NA,NA,"1986-10-05"
9233,"Luis Avilán","RP",NA,NA,"1989-07-19"
9232,"Joe Mahoney","1B",NA,NA,"1987-02-01"
9231,"Sam Dyson","RP",NA,NA,"1988-05-07"
9230,"Deunte Heath","RP",NA,NA,"1985-08-08"
9229,"Darin Downs","RP",NA,NA,"1984-12-26"
9228,"Jorge Soler","RF",NA,NA,"1992-02-25"
9227,"Barret Browning","RP",NA,NA,"1984-12-28"
9226,"Brian Omogrosso","RP",NA,NA,"1984-04-26"
9225,"Leyson Septimo","RP",NA,NA,"1985-07-07"
9224,"Adam Warren","SP",NA,NA,"1987-08-25"
9223,"Edwar Cabrera","SP",NA,NA,"1987-10-20"
9222,"Tyler Robertson","RP",NA,NA,"1987-12-23"
9221,"Bryan Morris","RP",NA,NA,"1987-03-28"
9220,"A.J. Griffin","SP",NA,NA,"1988-01-28"
9219,"Tyler Thornburg","RP",NA,NA,"1988-09-29"
9218,"Todd Redmond","RP",NA,NA,"1985-05-17"
9217,"Dallas Keuchel","SP",NA,NA,"1988-01-01"
9216,"Justin Grimm","RP",NA,NA,"1988-08-16"
9215,"Brad Boxberger","RP",NA,NA,"1988-05-27"
9214,"B.J. Rosenberg","RP",NA,NA,"1985-09-17"
9213,"Hernán Pérez","3B",NA,NA,"1991-03-26"
9212,"Joe Kelly","SP",NA,NA,"1988-06-09"
9211,"Clint Robinson","LF",NA,NA,"1985-02-16"
9210,"Kristopher Negron","SS",NA,NA,"1986-02-01"
9209,"José Ortega","RP",NA,NA,"1988-10-12"
9208,"Bryan Holaday","C",NA,NA,"1987-11-19"
9207,"Ryan Verdugo","SP",NA,NA,"1987-04-10"
9206,"Shawn Tolleson","RP",NA,NA,"1988-01-19"
9205,"Steve Johnson","SP",NA,NA,"1987-08-31"
9204,"Sam Freeman","RP",NA,NA,"1987-06-24"
9203,"Alex Castellanos","LF",NA,NA,"1986-08-04"
9202,"Stephen Pryor","RP",NA,NA,"1989-07-23"
9201,"Andrelton Simmons","SS",NA,NA,"1989-09-04"
9200,"Casey Crosby","SP",NA,NA,"1988-09-17"
9199,"Scott Barnes","RP",NA,NA,"1987-09-05"
9198,"Jordy Mercer","SS",NA,NA,"1986-08-27"
9196,"Chuckie Fick","RP",NA,NA,"1985-11-20"
9195,"Juan Diaz","SS",NA,NA,"1988-12-12"
9194,"Quintin Berry","LF",NA,NA,"1984-11-21"
9192,"Cole De Vries","SP",NA,NA,"1985-02-12"
9191,"Kole Calhoun","RF",NA,NA,"1987-10-14"
9190,"Dónovan Solano","SS",NA,NA,"1987-12-17"
9189,"Nick Vincent","RP",NA,NA,"1986-07-12"
9188,"Gorkys Hernández","CF",NA,NA,"1987-09-07"
9187,"Blake Lalli","1B",NA,NA,"1983-05-12"
9186,"Yan Gomes","C",NA,NA,"1987-07-19"
9185,"Blake Parker","RP",NA,NA,"1985-06-19"
9184,"Elián Herrera","2B",NA,NA,"1985-02-01"
9183,"Charlie Culberson","SS",NA,NA,"1989-04-10"
9182,"Mauro Gomez","1B",NA,NA,"1984-09-07"
9180,"Sandy León","C",NA,NA,"1989-03-13"
9179,"Jake Diekman","RP",NA,NA,"1987-01-21"
9178,"Kevin Mattison","CF",NA,NA,"1985-09-20"
9177,"Scott Van Slyke","LF",NA,NA,"1986-07-24"
9176,"José Quintana","SP",NA,NA,"1989-01-24"
9175,"Stu Pomeranz","RP",NA,NA,"1984-12-17"
9174,"Brian Dozier","2B",NA,NA,"1987-05-15"
9172,"Irving Falú","2B",NA,NA,"1983-06-06"
9171,"Dan Jennings","RP",NA,NA,"1987-04-17"
9168,"Patrick Corbin","SP",NA,NA,"1989-07-19"
9167,"Luke Putkonen","RP",NA,NA,"1986-05-10"
9166,"Michael Antonini","RP",NA,NA,"1985-08-06"
9164,"Zach Lutz","1B",NA,NA,"1986-06-03"
9163,"J.J. Hoover","RP",NA,NA,"1987-08-13"
9162,"Jeremy Hefner","SP",NA,NA,"1986-03-11"
9160,"Thad Weber","RP",NA,NA,"1984-09-28"
9159,"Pedro Figueroa","RP",NA,NA,"1985-11-23"
9158,"Drew Hutchison","SP",NA,NA,"1990-08-22"
9157,"A.J. Pollock","CF",NA,NA,"1987-12-05"
9156,"Che-Hsuan Lin","RF",NA,NA,"1988-09-21"
9155,"Evan Crawford","RP",NA,NA,"1986-09-02"
9154,"David Carpenter","RP",NA,NA,"1987-09-01"
9153,"Joe Wieland","SP",NA,NA,"1990-01-21"
9152,"Kirk Nieuwenhuis","LF",NA,NA,"1987-08-07"
9151,"David Winfree","RF",NA,NA,"1985-08-05"
9150,"Brad Meyers","RP",NA,NA,"1985-09-13"
9149,"Dan Otero","RP",NA,NA,"1985-02-19"
9148,"David Phelps","SP",NA,NA,"1986-10-09"
9147,"Stephen Vogt","C",NA,NA,"1984-11-01"
9145,"Lendy Castillo","RP",NA,NA,"1989-04-08"
9144,"Ryan Flaherty","2B",NA,NA,"1986-07-27"
9143,"Robert Fish","RP",NA,NA,"1988-01-19"
9142,"Marwin González","SS",NA,NA,"1989-03-14"
9141,"Nate Jones","RP",NA,NA,"1986-01-28"
9140,"Drew Smyly","SP",NA,NA,"1989-06-13"
9139,"Robbie Ross Jr.","RP",NA,NA,"1989-06-24"
9138,"César Cabral","RP",NA,NA,"1989-02-11"
9136,"Erik Komatsu","RF",NA,NA,"1987-10-01"
9135,"Erasmo Ramírez","SP",NA,NA,"1990-05-02"
9134,"Munenori Kawasaki","2B",NA,NA,"1981-06-03"
9133,"Lucas Luetge","RP",NA,NA,"1987-03-24"
9132,"Freddy Galvis","SS",NA,NA,"1989-11-14"
9131,"Andrew Susac","C",NA,NA,"1990-03-22"
9130,"Alan Farina","RP",NA,NA,"1986-08-09"
9128,"Yoenis Céspedes","LF",NA,NA,"1985-10-18"
9127,"Danny Hultzen","SP",NA,NA,"1989-11-28"
9126,"Tyler Skaggs","SP",NA,NA,"1991-07-13"
9124,"Zack Wheeler","SP",NA,NA,"1990-05-30"
9123,"Jameson Taillon","SP",NA,NA,"1991-11-18"
9120,"Anthony Gose","CF",NA,NA,"1990-08-10"
9119,"Bubba Starling","CF",NA,NA,"1992-08-03"
9118,"Starling Marte","LF",NA,NA,"1988-10-09"
9117,"Gary Brown","CF",NA,NA,"1988-09-28"
9116,"Francisco Lindor","SS",NA,NA,"1993-11-14"
9115,"Nick Franklin","2B",NA,NA,"1991-03-02"
9112,"Jurickson Profar","2B",NA,NA,"1993-02-20"
9111,"Manny Machado","3B",NA,NA,"1992-07-06"
9110,"Miguel Sano","3B",NA,NA,"1993-05-11"
9108,"Nick Castellanos","3B",NA,NA,"1992-03-04"
9107,"Jedd Gyorko","2B",NA,NA,"1988-09-23"
9104,"Jonathan Schoop","2B",NA,NA,"1991-10-16"
9103,"Kolten Wong","2B",NA,NA,"1990-10-10"
9102,"Cory Spangenberg","2B",NA,NA,"1991-03-16"
9100,"Matt Adams","1B",NA,NA,"1988-08-31"
9099,"Jon Singleton","1B",NA,NA,"1991-09-18"
9096,"Travis d'Arnaud","C",NA,NA,"1989-02-10"
9095,"Yu Darvish","SP",NA,NA,"1986-08-16"
9094,"Nori Aoki","LF",NA,NA,"1982-01-05"
9093,"Wei-Yin Chen","SP",NA,NA,"1985-07-21"
9091,"Tsuyoshi Wada","SP",NA,NA,"1981-02-21"
9088,"Rafael Dolis","RP",NA,NA,"1988-01-10"
9087,"Steve Clevenger","C",NA,NA,"1986-04-05"
9086,"Joe Savery","RP",NA,NA,"1985-11-04"
9084,"Héctor Gómez","2B",NA,NA,"1988-03-05"
9083,"Zach Putnam","RP",NA,NA,"1987-07-03"
9082,"Austin Romine","C",NA,NA,"1988-11-22"
9081,"Tommy Field","2B",NA,NA,"1987-02-22"
9080,"Xavier Cedeño","RP",NA,NA,"1986-08-26"
9079,"Russ Canzler","LF",NA,NA,"1986-04-11"
9078,"Mike Fiers","SP",NA,NA,"1985-06-15"
9076,"John Gaub","RP",NA,NA,"1985-04-28"
9075,"Tim Federowicz","C",NA,NA,"1987-08-05"
9074,"Jeff Locke","SP",NA,NA,"1987-11-20"
9073,"Jared Hughes","RP",NA,NA,"1985-07-04"
9072,"Danny Farquhar","RP",NA,NA,"1987-02-17"
9071,"Chad Beck","RP",NA,NA,"1985-01-17"
9070,"Adron Chambers","CF",NA,NA,"1986-10-08"
9069,"Pedro Florimón","SS",NA,NA,"1986-12-10"
9068,"Drew Pomeranz","SP",NA,NA,"1988-11-22"
9067,"Jordan Pacheco","C",NA,NA,"1986-01-30"
9066,"Steve Delabar","RP",NA,NA,"1983-07-17"
9065,"Alex Liddi","1B",NA,NA,"1988-08-14"
9064,"George Kontos","RP",NA,NA,"1985-06-12"
9063,"Dellin Betances","RP",NA,NA,"1988-03-23"
9062,"Chris Parmelee","1B",NA,NA,"1988-02-24"
9061,"Joe Benson","LF",NA,NA,"1988-03-05"
9060,"Dylan Axelrod","RP",NA,NA,"1985-07-30"
9059,"Nate Spears","2B",NA,NA,"1985-05-03"
9056,"Antoan Richardson","CF",NA,NA,"1983-10-08"
9055,"Andrew Carignan","RP",NA,NA,"1986-07-23"
9054,"Eduardo Escobar","SS",NA,NA,"1989-01-05"
9052,"Shane Lindsay","RP",NA,NA,"1985-01-25"
9051,"Efrén Navarro","LF",NA,NA,"1986-05-14"
9050,"Jeremy Moore","RF",NA,NA,"1987-06-29"
9049,"Jason Rice","RP",NA,NA,"1986-05-13"
9048,"Corey Kluber","SP",NA,NA,"1986-04-10"
9047,"Kyle Hudson","LF",NA,NA,"1987-01-07"
9046,"Logan Schafer","CF",NA,NA,"1986-09-08"
9045,"Martín Maldonado","C",NA,NA,"1986-08-16"
9044,"Josh Satin","1B",NA,NA,"1984-12-23"
9043,"Josh Stinson","RP",NA,NA,"1988-03-14"
9042,"Wilmer Font","RP",NA,NA,"1990-05-24"
9040,"Brad Brach","RP",NA,NA,"1986-04-12"
9039,"Brad Peacock","SP",NA,NA,"1988-02-02"
9038,"Steve Lombardozzi","2B",NA,NA,"1988-09-20"
9037,"Luis Marte","RP",NA,NA,"1986-08-26"
9036,"Zach Phillips","RP",NA,NA,"1986-09-21"
9035,"Tommy Milone","SP",NA,NA,"1987-02-16"
9034,"Mark Hamburger","RP",NA,NA,"1987-02-05"
9033,"Neil Wagner","RP",NA,NA,"1984-01-01"
9032,"Jerad Head","LF",NA,NA,"1982-11-15"
9031,"Chris Marrero","1B",NA,NA,"1988-07-02"
9030,"Taylor Green","1B",NA,NA,"1986-11-02"
9028,"Nick Hagadone","RP",NA,NA,"1986-01-01"
9027,"Andy Parrino","SS",NA,NA,"1985-10-31"
9024,"Brian Jeroloman","C",NA,NA,"1985-05-10"
9023,"Anthony Recker","C",NA,NA,"1983-08-29"
9022,"Steve Edlefsen","RP",NA,NA,"1985-06-27"
9020,"Ryan Lavarnway","C",NA,NA,"1987-08-07"
9019,"Wily Peralta","SP",NA,NA,"1989-05-08"
9018,"Michael Schwimer","RP",NA,NA,"1986-02-19"
9017,"Wade Miley","SP",NA,NA,"1986-11-13"
9016,"Justin Sellers","SS",NA,NA,"1986-02-01"
9015,"Salvador Pérez","C",NA,NA,"1990-05-10"
9014,"James Darnell","3B",NA,NA,"1987-01-19"
9013,"Dave Sappelt","CF",NA,NA,"1987-01-02"
9012,"Garrett Richards","SP",NA,NA,"1988-05-27"
9011,"Henderson Álvarez","SP",NA,NA,"1990-04-18"
9009,"J.B. Shuck","RF",NA,NA,"1987-06-18"
9008,"Trayvon Robinson","LF",NA,NA,"1987-09-01"
9007,"Nathan Eovaldi","SP",NA,NA,"1990-02-13"
9006,"Anthony Vasquez","SP",NA,NA,"1986-09-19"
9005,"Jimmy Paredes","2B",NA,NA,"1988-11-25"
9004,"Manny Pina","C",NA,NA,"1987-06-05"
9003,"Erik Hamren","RP",NA,NA,"1986-08-21"
9002,"J.D. Martínez","RF",NA,NA,"1987-08-21"
9001,"José Constanza","LF",NA,NA,"1983-09-01"
9000,"Eric Farris","2B",NA,NA,"1986-03-03"
8999,"Chance Ruffin","RP",NA,NA,"1988-09-08"
8998,"Arodys Vizcaíno","RP",NA,NA,"1990-11-13"
8997,"Ryan Cook","RP",NA,NA,"1987-06-30"
8996,"José Altuve","2B",NA,NA,"1990-05-06"
8995,"Steve Garrison","RP",NA,NA,"1986-09-12"
8994,"Dane De La Rosa","RP",NA,NA,"1983-02-01"
8993,"Duane Below","RP",NA,NA,"1985-11-15"
8992,"Brandon Laird","1B",NA,NA,"1987-09-11"
8991,"Álex Torres","RP",NA,NA,"1987-12-08"
8990,"Robinson Chirinos","C",NA,NA,"1984-06-05"
8989,"Scott Diamond","SP",NA,NA,"1986-07-30"
8988,"Matt Angle","CF",NA,NA,"1985-09-10"
8987,"Cody Scarpetta","RP",NA,NA,"1988-08-25"
8986,"Kyle Weiland","SP",NA,NA,"1986-09-12"
8984,"Kyle Seager","3B",NA,NA,"1987-11-03"
8983,"Cole Garner","LF",NA,NA,"1984-12-15"
8982,"Zach McAllister","RP",NA,NA,"1987-12-08"
8981,"Blake Beavan","SP",NA,NA,"1989-01-17"
8980,"Lester Oliveros","RP",NA,NA,"1988-05-28"
8979,"Brandon Dickson","RP",NA,NA,"1984-11-03"
8977,"Jose Yepez","C",NA,NA,"1981-06-19"
8976,"Héctor Santiago","SP",NA,NA,"1987-12-16"
8975,"Eric Fryer","C",NA,NA,"1985-08-26"
8974,"Chase d'Arnaud","SS",NA,NA,"1987-01-21"
8973,"Josh Spence","RP",NA,NA,"1988-01-22"
8972,"Héctor Sánchez","C",NA,NA,"1989-11-17"
8971,"Blake Davis","2B",NA,NA,"1983-12-22"
8970,"Chris Carpenter","RP",NA,NA,"1985-12-26"
8969,"Elih Villanueva","SP",NA,NA,"1986-07-27"
8968,"Collin Cowgill","LF",NA,NA,"1986-05-22"
8967,"Paul Goldschmidt","1B",NA,NA,"1987-09-10"
8966,"Andrew Brown","LF",NA,NA,"1984-09-10"
8965,"Anthony Bass","RP",NA,NA,"1987-11-01"
8964,"Kevin Whelan","RP",NA,NA,"1984-01-08"
8963,"Ryan Mattheus","RP",NA,NA,"1983-11-10"
8962,"Bryan Shaw","RP",NA,NA,"1987-11-08"
8961,"Graham Godfrey","SP",NA,NA,"1984-08-09"
8960,"Luis Exposito","C",NA,NA,"1987-01-20"
8959,"Cord Phelps","2B",NA,NA,"1987-01-23"
8958,"Tony Watson","RP",NA,NA,"1985-05-30"
8957,"Charlie Blackmon","CF",NA,NA,"1986-07-01"
8956,"Jemile Weeks","2B",NA,NA,"1987-01-26"
8955,"Brad Hand","SP",NA,NA,"1990-03-20"
8952,"Brian Dinkelman","2B",NA,NA,"1983-11-10"
8951,"Maikel Cleto","RP",NA,NA,"1989-05-01"
8950,"Josh Harrison","3B",NA,NA,"1987-07-08"
8948,"Tom Cochran","RP",NA,NA,"1982-10-16"
8947,"Jeremy Horst","RP",NA,NA,"1985-10-01"
8945,"Brandon Crawford","SS",NA,NA,"1987-01-21"
8944,"Rex Brothers","RP",NA,NA,"1987-12-18"
8943,"Bruce Billings","RP",NA,NA,"1985-11-18"
8942,"Juan Nicasio","RP",NA,NA,"1986-08-31"
8940,"Adam Wilk","RP",NA,NA,"1987-12-09"
8939,"Blake Tekotte","CF",NA,NA,"1987-05-24"
